MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE_RECORDING,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL,PROTOCOL_NUMBER_IACUC
2561791005,NZO/HlLtJ,3734,6B,E7,370-F,1/13/26,F,LFD,33.21,27.52,39.12,3/27/26,,24.7,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791006,NZO/HlLtJ,3735,6B,F7,370-F,1/20/26,F,LFD,29.8,21.27,37.23,3/27/26,,25.21,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791007,NZO/HlLtJ,3736,6B,G7,370-F,1/20/26,F,LFD,27.86,18.9,28.9,3/27/26,,25.17,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791008,NZO/HlLtJ,3737,6B,A8,370-F,1/20/26,F,LFD,29.41,18.67,35.15,3/27/26,,25.33,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791009,NZO/HlLtJ,3738,6B,B8,370-F,1/20/26,F,LFD,32.11,23.82,36.89,3/27/26,,25.44,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791010,NZO/HlLtJ,3739,6B,C8,370-F,1/20/26,F,LFD,29.1,21.05,36.44,3/27/26,,23.78,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791011,NZO/HlLtJ,3740,6B,D8,370-F,1/20/26,F,LFD,32.16,24.15,37.96,3/27/26,,23.74,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791012,NZO/HlLtJ,3741,6B,E8,370-F,1/20/26,F,LFD,30.12,21.08,36.03,3/27/26,,24.58,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791001,NZO/HlLtJ,3730,6B,A7,370-F,1/13/26,F,LFD,21.3,9.98,37.04,3/30/26,,31.08,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791002,NZO/HlLtJ,3731,6B,B7,370-F,1/13/26,F,LFD,21.84,10.29,37.34,3/30/26,,28.54,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791003,NZO/HlLtJ,3732,6B,C7,370-F,1/13/26,F,LFD,23.22,12.42,30.81,3/30/26,,29.05,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791004,NZO/HlLtJ,3733,6B,D7,370-F,1/13/26,F,LFD,22.94,11.58,36.68,3/30/26,,30.69,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791005,NZO/HlLtJ,3734,6B,E7,370-F,1/13/26,F,LFD,24.7,16.12,38.6,3/30/26,,28.15,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791006,NZO/HlLtJ,3735,6B,F7,370-F,1/20/26,F,LFD,25.21,13.25,36.98,3/30/26,,30.96,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791007,NZO/HlLtJ,3736,6B,G7,370-F,1/20/26,F,LFD,25.17,11.07,31,3/30/26,,28.52,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791008,NZO/HlLtJ,3737,6B,A8,370-F,1/20/26,F,LFD,25.33,11.8,35.64,3/30/26,,30.36,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791009,NZO/HlLtJ,3738,6B,B8,370-F,1/20/26,F,LFD,25.44,10.09,39.07,3/30/26,,30.09,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791010,NZO/HlLtJ,3739,6B,C8,370-F,1/20/26,F,LFD,23.78,11.36,37.12,3/30/26,,27.99,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791011,NZO/HlLtJ,3740,6B,D8,370-F,1/20/26,F,LFD,23.74,8.75,40.31,3/30/26,,29.19,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791012,NZO/HlLtJ,3741,6B,E8,370-F,1/20/26,F,LFD,24.58,8.37,38.68,3/30/26,,28.36,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791001,NZO/HlLtJ,3730,6B,A6,370-F,1/13/26,F,LFD,31.08,25.7,36.15,4/1/26,,25.7,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791002,NZO/HlLtJ,3731,6B,C6,370-F,1/13/26,F,LFD,28.54,24.81,36.73,4/1/26,,24.81,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791003,NZO/HlLtJ,3732,6B,D6,370-F,1/13/26,F,LFD,29.05,24.94,29.73,4/1/26,,24.94,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791004,NZO/HlLtJ,3733,6B,E6,370-F,1/13/26,F,LFD,30.69,23.82,36.57,4/1/26,,23.82,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791005,NZO/HlLtJ,3734,6B,F6,370-F,1/13/26,F,LFD,28.15,21.75,38.79,4/1/26,,21.75,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791006,NZO/HlLtJ,3735,6B,G6,370-F,1/20/26,F,LFD,30.96,24.9,36.7,4/1/26,,24.9,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791007,NZO/HlLtJ,3736,6B,A7,370-F,1/20/26,F,LFD,28.52,21.64,31.09,4/1/26,,21.64,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791008,NZO/HlLtJ,3737,6B,B7,370-F,1/20/26,F,LFD,30.36,23.13,35.65,4/1/26,,23.13,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791009,NZO/HlLtJ,3738,6B,C7,370-F,1/20/26,F,LFD,30.09,21.94,39.36,4/1/26,,21.94,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791010,NZO/HlLtJ,3739,6B,D7,370-F,1/20/26,F,LFD,27.99,21.6,36.39,4/1/26,,21.6,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791011,NZO/HlLtJ,3740,6B,E7,370-F,1/20/26,F,LFD,29.19,20.72,39.93,4/1/26,,20.72,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791012,NZO/HlLtJ,3741,6B,F7,370-F,1/20/26,F,LFD,28.36,19.25,39.13,4/1/26,,19.25,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791001,NZO/HlLtJ,3730,6B,A7,370-F,1/13/26,F,LFD,25.7,22.44,,4/2/26,SCRUFF,22.44,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791002,NZO/HlLtJ,3731,6B,B7,370-F,1/13/26,F,LFD,24.81,22.4,,4/2/26,SCRUFF,22.4,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791003,NZO/HlLtJ,3732,6B,C7,370-F,1/13/26,F,LFD,24.94,21.78,,4/2/26,,21.78,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791004,NZO/HlLtJ,3733,6B,D7,370-F,1/13/26,F,LFD,23.82,20.78,,4/2/26,SCRUFF,20.78,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791005,NZO/HlLtJ,3734,6B,E7,370-F,1/13/26,F,LFD,21.75,18.39,,4/2/26,SCRUFF,18.39,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791006,NZO/HlLtJ,3735,6B,F7,370-F,1/20/26,F,LFD,24.9,20.6,,4/2/26,,20.6,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791007,NZO/HlLtJ,3736,6B,G7,370-F,1/20/26,F,LFD,21.64,17.55,,4/2/26,,17.55,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791008,NZO/HlLtJ,3737,6B,A8,370-F,1/20/26,F,LFD,23.13,18.07,,4/2/26,SCRUFF,18.07,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791009,NZO/HlLtJ,3738,6B,B8,370-F,1/20/26,F,LFD,21.94,17.19,,4/2/26,,17.19,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791010,NZO/HlLtJ,3739,6B,C8,370-F,1/20/26,F,LFD,21.6,17.49,,4/2/26,SCRUFF,17.49,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791011,NZO/HlLtJ,3740,6B,D8,370-F,1/20/26,F,LFD,20.72,15.44,,4/2/26,,15.44,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791012,NZO/HlLtJ,3741,6B,E8,370-F,1/20/26,F,LFD,19.25,13.56,,4/2/26,SCRUFF,13.56,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791001,NZO/HlLtJ,3730,6B,A7,370-F,1/13/26,F,LFD,22.44,18.65,36.61,4/3/26,,19.02,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791002,NZO/HlLtJ,3731,6B,B7,370-F,1/13/26,F,LFD,22.4,19.98,35.67,4/3/26,,20.5,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791003,NZO/HlLtJ,3732,6B,C7,370-F,1/13/26,F,LFD,21.78,18.61,30.22,4/3/26,SCRUFF,19.75,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791004,NZO/HlLtJ,3733,6B,D7,370-F,1/13/26,F,LFD,20.78,17.53,36.08,4/3/26,,20.11,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791005,NZO/HlLtJ,3734,6B,E7,370-F,1/13/26,F,LFD,18.39,16.54,37.71,4/3/26,,19.89,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791006,NZO/HlLtJ,3735,6B,F7,370-F,1/20/26,F,LFD,20.6,16.8,37.2,4/3/26,SCRUFF,19.29,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791007,NZO/HlLtJ,3736,6B,G7,370-F,1/20/26,F,LFD,17.55,12.55,32.3,4/3/26,SCRUFF,20.82,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791008,NZO/HlLtJ,3737,6B,A8,370-F,1/20/26,F,LFD,18.07,12.97,37.77,4/3/26,,19.98,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791009,NZO/HlLtJ,3738,6B,B8,370-F,1/20/26,F,LFD,17.19,12.03,40.45,4/3/26,SCRUFF,19.52,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791010,NZO/HlLtJ,3739,6B,C8,370-F,1/20/26,F,LFD,17.49,12.89,37.43,4/3/26,,19.99,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791011,NZO/HlLtJ,3740,6B,D8,370-F,1/20/26,F,LFD,15.44,11.34,41.05,4/3/26,SCRUFF,21.93,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791012,NZO/HlLtJ,3741,6B,E8,370-F,1/20/26,F,LFD,13.56,7.75,41.81,4/3/26,,24.03,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791001,NZO/HlLtJ,3730,6B,A7,370-F,1/13/26,F,LFD,19.02,5.85,38.62,4/6/26,SCRUFF,27.56,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791002,NZO/HlLtJ,3731,6B,B7,370-F,1/13/26,F,LFD,20.5,11.83,35.8,4/6/26,SCRUFF,26.35,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791003,NZO/HlLtJ,3732,6B,C7,370-F,1/13/26,F,LFD,19.75,11.49,29.87,4/6/26,SCRUFF,26.47,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791004,NZO/HlLtJ,3733,6B,D7,370-F,1/13/26,F,LFD,20.11,9.57,37.17,4/6/26,SCRUFF,24.85,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791005,NZO/HlLtJ,3734,6B,E7,370-F,1/13/26,F,LFD,19.89,15.94,35.54,4/6/26,,27.02,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791006,NZO/HlLtJ,3735,6B,F7,370-F,1/20/26,F,LFD,19.29,7.9,37.5,4/6/26,SCRUFF,25.97,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791007,NZO/HlLtJ,3736,6B,G7,370-F,1/20/26,F,LFD,20.82,7.71,33.96,4/6/26,SCRUFF,26.47,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791008,NZO/HlLtJ,3737,6B,A8,370-F,1/20/26,F,LFD,19.98,5.63,39.16,4/6/26,SCRUFF,25.03,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791009,NZO/HlLtJ,3738,6B,B8,370-F,1/20/26,F,LFD,19.52,5.9,41.81,4/6/26,SCRUFF,25.56,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791010,NZO/HlLtJ,3739,6B,C8,370-F,1/20/26,F,LFD,19.99,6.23,39.28,4/6/26,SCRUFF,24.67,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791011,NZO/HlLtJ,3740,6B,D8,370-F,1/20/26,F,LFD,21.93,8.57,42.53,4/6/26,SCRUFF,25.33,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791012,NZO/HlLtJ,3741,6B,E8,370-F,1/20/26,F,LFD,24.03,10.67,42.22,4/6/26,SCRUFF,26.6,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791018,NZO/HlLtJ,3747,6B,E8,370-F,2/3/26,F,LFD,,,37.33,4/6/26,FIRST_DAY_LFD,22.91,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791019,NZO/HlLtJ,3748,6B,F8,370-F,2/3/26,F,LFD,,,37.55,4/6/26,FIRST_DAY_LFD,24.94,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791020,NZO/HlLtJ,3749,6B,G8,370-F,2/3/26,F,LFD,,,32.31,4/6/26,FIRST_DAY_LFD,22.98,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791021,NZO/HlLtJ,3750,6B,A9,370-F,2/3/26,F,LFD,,,40.5,4/6/26,FIRST_DAY_LFD,24.57,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791022,NZO/HlLtJ,3751,6B,B9,370-F,1/27/26,F,LFD,,,34.1,4/6/26,FIRST_DAY_LFD,24.18,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791023,NZO/HlLtJ,3752,6B,C9,370-F,1/27/26,F,LFD,,,39.17,4/6/26,FIRST_DAY_LFD,24.5,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791024,NZO/HlLtJ,3753,6B,D9,370-F,1/27/26,F,LFD,,,36.96,4/6/26,FIRST_DAY_LFD,26.57,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791005,NZO/HlLtJ,3734,6B,E7,370-F,1/13/26,F,LFD,27.02,26.67,34.82,4/7/26,HEALTH_CONCERN,26.67,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791001,NZO/HlLtJ,3730,6B,A7,370-F,1/13/26,F,LFD,27.56,20.38,39.06,4/8/26,SCRUFF,20.38,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791002,NZO/HlLtJ,3731,6B,B7,370-F,1/13/26,F,LFD,26.35,19.92,36.49,4/8/26,SCRUFF,19.92,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791003,NZO/HlLtJ,3732,6B,C7,370-F,1/13/26,F,LFD,26.47,21.82,30.1,4/8/26,SCRUFF,21.82,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791004,NZO/HlLtJ,3733,6B,D7,370-F,1/13/26,F,LFD,24.85,17.23,38.25,4/8/26,SCRUFF,17.23,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791005,NZO/HlLtJ,3734,6B,E7,370-F,1/13/26,F,LFD,27.02,24.55,,4/8/26,HEALTH_CONCERN,24.55,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791006,NZO/HlLtJ,3735,6B,F7,370-F,1/20/26,F,LFD,25.97,17.11,39.54,4/8/26,SCRUFF,17.11,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
2561791007,NZO/HlLtJ,3736,6B,G7,370-F,1/20/26,F,LFD,26.47,18.41,34.85,4/8/26,SCRUFF,18.41,NO,D12450Ki,26011208A2i,JACKSON_LABORATORIES,2105,,,2512-43492A
